Date Local,pm25_aqi,ozone_aqi,AQI,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,winddirection_10m_dominant,dewpoint_2m_mean,relative_humidity_2m_mean,pressure_msl_mean,cloudcover_mean,shortwave_radiation_sum
2023-12-30,60.0,33.0,60.0,15.6,8.5,13.4,13.0,80,11.0,89,1018.8,70,6.8
2023-12-31,55.0,25.0,55.0,15.7,8.9,0.3,15.5,79,9.1,82,1019.4,81,5.72
2024-01-01,61.0,33.0,61.0,17.3,7.4,0.0,9.4,13,6.4,72,1018.7,45,11.39
2024-01-02,58.0,31.0,58.0,17.2,6.6,0.0,11.6,78,7.7,75,1022.7,22,11.13
2024-01-03,35.0,35.0,35.0,16.0,8.5,5.8,19.4,334,6.9,74,1018.6,49,10.18
2024-01-04,23.0,34.0,34.0,15.2,5.7,0.0,18.1,24,3.9,67,1019.8,21,10.09
2024-01-05,51.0,20.0,51.0,15.9,5.8,0.0,10.7,28,3.5,64,1020.9,28,10.67
2024-01-06,49.0,31.0,49.0,16.8,3.6,0.0,12.0,82,4.5,69,1019.5,43,11.75
2024-01-07,12.0,35.0,35.0,13.2,7.1,0.1,30.4,329,0.9,56,1014.2,22,12.34
2024-01-08,28.0,30.0,30.0,14.4,2.2,0.0,21.8,37,-1.3,54,1022.8,0,12.41
2024-01-09,42.0,25.0,42.0,15.1,4.0,0.0,11.3,38,-0.2,53,1022.5,25,12.02
2024-01-10,56.0,29.0,56.0,15.4,5.3,0.0,21.4,72,4.4,73,1015.8,2,12.08
2024-01-11,18.0,39.0,39.0,16.1,5.3,0.0,29.0,314,1.5,59,1015.9,38,12.62
2024-01-12,39.0,31.0,39.0,15.8,3.9,0.0,11.5,42,-0.1,52,1021.1,27,12.37
2024-01-13,61.0,32.0,61.0,16.1,6.2,0.0,13.4,70,3.4,63,1018.8,42,12.02
2024-01-14,69.0,37.0,69.0,15.6,6.3,0.0,13.0,70,6.8,81,1017.4,35,11.55
2024-01-15,81.0,37.0,81.0,18.0,7.2,0.0,11.6,6,7.5,76,1017.9,70,11.87
2024-01-16,74.0,35.0,74.0,19.6,9.1,0.0,14.7,203,7.7,72,1018.1,53,12.52
2024-01-17,86.0,16.0,86.0,18.0,9.9,0.0,10.5,106,9.9,85,1017.5,87,10.08
2024-01-18,75.0,31.0,75.0,18.7,9.4,0.0,10.9,39,10.1,81,1018.6,71,12.15
2024-01-19,70.0,26.0,70.0,18.4,9.6,0.0,12.2,207,10.6,81,1016.6,100,9.9
2024-01-20,57.0,20.0,57.0,15.4,12.4,23.5,19.4,102,11.5,88,1013.2,100,3.11
2024-01-21,28.0,31.0,31.0,17.0,12.0,7.8,15.0,101,11.6,88,1012.5,91,7.02
2024-01-22,22.0,31.0,31.0,16.7,10.9,36.4,23.4,91,11.6,88,1009.0,87,4.41
2024-01-23,38.0,34.0,38.0,20.6,9.9,0.0,29.3,342,10.5,83,1012.4,50,11.65
2024-01-24,51.0,21.0,51.0,17.5,10.5,0.0,11.9,74,10.5,84,1019.5,89,8.36
2024-01-25,38.0,30.0,38.0,17.9,10.6,0.2,21.6,185,11.9,90,1020.1,57,10.73
2024-01-26,41.0,25.0,41.0,21.2,8.0,0.0,10.2,3,7.4,70,1022.5,49,13.63
2024-01-27,47.0,37.0,47.0,22.5,8.8,0.0,10.5,37,6.8,61,1021.9,80,13.54
2024-01-28,41.0,36.0,41.0,23.8,10.9,0.0,10.8,19,8.0,58,1019.7,82,13.59
2024-01-29,37.0,38.0,38.0,24.3,11.1,0.0,10.5,346,7.3,53,1019.1,21,14.06
2024-01-31,62.0,40.0,62.0,19.1,10.5,0.1,17.4,134,10.2,78,1014.9,79,12.96
2024-02-01,26.0,33.0,33.0,15.8,9.3,40.5,35.5,91,9.3,84,1008.6,79,6.59
2024-02-02,29.0,37.0,37.0,16.5,7.2,4.7,19.8,228,7.9,80,1012.5,24,13.46
2024-02-03,32.0,36.0,36.0,15.4,6.9,0.1,18.1,98,6.7,76,1016.1,77,12.51
2024-02-04,17.0,36.0,36.0,14.2,10.1,67.8,31.5,100,9.1,84,1014.5,98,2.76
2024-02-05,12.0,26.0,26.0,14.4,11.1,91.9,22.0,100,11.2,92,1011.1,100,1.84
2024-02-06,22.0,31.0,31.0,13.9,7.8,24.9,14.8,89,8.9,87,1005.9,99,5.73
2024-02-07,17.0,37.0,37.0,14.4,6.1,7.5,23.7,175,7.3,82,1011.5,57,13.07
2024-02-08,22.0,36.0,36.0,14.2,3.8,0.2,14.8,303,5.1,77,1015.5,34,12.96
2024-02-09,19.0,35.0,35.0,14.4,5.9,0.2,17.6,55,5.6,75,1017.4,26,13.79
2024-02-10,32.0,39.0,39.0,15.9,4.4,0.0,19.9,7,2.7,62,1017.1,3,16.32
2024-02-11,34.0,40.0,40.0,17.0,4.1,0.0,10.2,5,1.8,61,1021.9,0,16.47
2024-02-12,42.0,43.0,43.0,17.9,5.3,0.0,10.1,357,2.6,56,1019.6,0,16.54
2024-02-13,51.0,35.0,51.0,17.5,6.7,0.0,10.6,101,6.4,72,1016.5,38,15.81
2024-02-14,59.0,42.0,59.0,15.9,7.6,0.1,10.8,76,8.2,82,1020.4,70,10.14
2024-02-15,50.0,36.0,50.0,17.6,7.7,0.0,15.3,62,8.6,82,1021.5,65,15.95
2024-02-16,66.0,38.0,66.0,18.7,10.4,0.0,13.9,83,10.8,84,1019.6,89,13.77
2024-02-17,85.0,35.0,85.0,18.0,8.9,0.0,17.2,180,10.7,91,1018.6,85,10.12
2024-02-18,37.0,33.0,37.0,16.2,10.6,2.5,9.4,142,10.8,85,1018.0,93,6.84
2024-02-19,14.0,28.0,28.0,15.2,12.7,39.8,20.5,125,12.3,91,1018.6,100,3.19
2024-02-20,16.0,31.0,31.0,14.4,12.9,45.2,18.5,109,12.2,92,1019.5,100,2.72
2024-02-21,19.0,37.0,37.0,17.5,10.9,9.5,15.6,200,11.2,86,1019.6,64,15.71
2024-02-22,48.0,40.0,48.0,18.6,8.8,0.0,15.1,70,9.3,80,1022.0,36,17.37
2024-02-23,34.0,41.0,41.0,22.3,8.6,0.0,9.7,17,6.7,62,1017.9,81,16.59
2024-02-24,44.0,39.0,44.0,21.6,11.1,0.0,12.5,89,7.8,60,1016.8,86,11.8
2024-02-25,54.0,39.0,54.0,19.4,11.4,0.0,12.3,220,10.2,76,1017.3,96,13.21
2024-02-26,60.0,32.0,60.0,16.0,10.4,5.2,12.3,239,10.7,87,1016.6,93,6.0
2024-02-27,56.0,33.0,56.0,18.0,9.8,0.0,13.2,198,11.1,87,1015.4,54,15.08
2024-02-28,55.0,37.0,55.0,20.0,9.8,0.0,16.5,179,11.3,85,1016.9,10,18.59
2024-02-29,51.0,38.0,51.0,16.8,11.2,0.9,16.5,186,11.4,86,1020.5,82,9.75
2024-03-01,19.0,33.0,33.0,16.4,11.6,5.1,16.6,176,10.2,80,1020.4,94,10.44
2024-03-02,13.0,36.0,36.0,14.7,11.2,9.8,25.6,237,11.1,86,1016.7,83,8.07
2024-03-03,22.0,37.0,37.0,16.5,9.9,1.0,27.4,243,9.1,79,1017.0,58,15.18
2024-03-04,39.0,39.0,39.0,18.5,7.7,0.0,17.7,71,7.9,79,1018.5,39,18.84
2024-03-05,37.0,42.0,42.0,18.5,8.1,0.0,13.8,116,8.6,78,1017.4,38,19.12
2024-03-06,21.0,30.0,30.0,15.6,8.9,19.5,19.9,119,9.7,88,1013.1,84,8.1
2024-03-07,25.0,34.0,34.0,18.4,7.7,2.5,17.4,285,8.5,79,1012.2,23,17.35
2024-03-09,50.0,43.0,50.0,20.7,8.6,0.0,12.6,99,7.3,63,1019.5,61,20.54
2024-03-10,39.0,45.0,45.0,20.2,9.0,0.0,14.7,173,6.9,65,1018.2,63,17.93
2024-03-11,36.0,40.0,40.0,18.6,8.9,0.0,18.6,133,9.8,83,1018.2,71,16.6
2024-03-12,31.0,39.0,39.0,18.4,9.6,0.0,17.3,137,10.0,82,1019.3,69,17.02
2024-03-13,41.0,39.0,41.0,19.5,9.2,0.0,18.1,99,10.0,79,1015.1,68,17.11
2024-03-14,37.0,41.0,41.0,20.2,8.2,0.0,18.8,74,3.2,55,1009.7,21,22.19
2024-03-15,27.0,36.0,36.0,17.5,8.2,0.0,16.1,121,6.4,67,1010.1,75,15.99
2024-03-16,36.0,46.0,46.0,18.9,9.0,0.0,18.1,163,9.2,76,1016.3,56,16.92
2024-03-17,47.0,51.0,51.0,20.0,8.7,0.0,13.4,99,9.6,78,1017.9,30,19.3
2024-03-18,53.0,45.0,53.0,23.0,8.6,0.0,21.5,84,10.0,73,1017.3,26,18.06
2024-03-19,53.0,50.0,53.0,22.2,10.7,0.0,13.0,68,10.4,72,1016.8,10,21.25
2024-03-20,66.0,61.0,66.0,22.1,11.8,0.0,13.2,187,11.8,75,1016.0,18,21.59
2024-03-21,70.0,51.0,70.0,21.9,10.7,0.0,17.1,167,11.7,82,1018.3,33,21.8
2024-03-22,70.0,46.0,70.0,21.8,11.6,0.0,18.3,182,11.8,84,1017.7,96,19.46
2024-03-23,25.0,40.0,40.0,17.8,10.6,6.8,28.1,221,10.3,81,1011.9,60,14.95
2024-03-24,14.0,38.0,38.0,17.1,6.9,0.7,21.7,295,5.5,67,1008.8,38,18.4
2024-03-25,29.0,39.0,39.0,18.2,5.2,0.0,19.3,109,6.0,70,1012.8,38,21.77
2024-03-26,42.0,44.0,44.0,19.5,9.2,0.0,21.7,127,8.2,73,1017.1,23,22.05
2024-03-27,54.0,54.0,54.0,20.3,8.4,0.0,17.2,159,8.8,74,1020.8,53,21.91
2024-03-28,53.0,38.0,53.0,20.1,9.4,0.0,20.9,220,10.3,82,1017.7,50,20.44
2024-03-29,31.0,44.0,44.0,16.8,9.4,0.9,20.3,160,7.5,72,1013.3,73,19.0
2024-03-30,12.0,43.0,43.0,14.4,10.1,29.2,24.5,119,8.7,81,1007.1,98,11.12
2024-03-31,14.0,44.0,44.0,15.5,9.3,7.4,20.9,101,8.4,80,1008.6,74,13.36
2024-04-01,29.0,41.0,41.0,18.2,6.8,0.0,20.3,261,8.1,77,1014.7,18,22.33
2024-04-02,43.0,44.0,44.0,22.5,9.6,0.0,14.2,80,9.5,71,1023.0,0,24.5
2024-04-03,47.0,50.0,50.0,23.0,11.4,0.0,15.3,156,10.0,70,1020.0,0,24.65
2024-04-04,27.0,39.0,39.0,16.0,8.4,1.6,23.0,198,8.8,79,1013.5,81,12.64
2024-04-05,21.0,42.0,42.0,13.6,5.7,3.9,24.5,291,4.5,72,1014.3,48,17.04
2024-04-06,28.0,44.0,44.0,17.5,2.7,0.0,17.8,53,3.8,68,1022.5,2,25.48
2024-04-07,39.0,44.0,44.0,18.8,6.7,0.0,15.0,222,4.4,61,1018.4,42,24.35
2024-04-08,40.0,47.0,47.0,25.5,6.6,0.0,11.6,352,3.8,56,1014.1,0,25.67
2024-04-09,36.0,49.0,49.0,26.5,7.1,0.0,21.6,291,2.8,45,1017.1,0,26.09
2024-04-10,57.0,67.0,67.0,28.8,12.3,0.0,16.1,140,3.9,39,1016.7,0,25.89
2024-04-11,69.0,77.0,77.0,29.0,13.8,0.0,20.9,200,8.8,55,1012.1,0,25.77
2024-04-12,68.0,43.0,68.0,20.9,11.8,0.0,21.1,152,10.4,75,1012.6,65,20.65
2024-04-13,31.0,48.0,48.0,18.1,10.0,6.2,29.6,148,8.5,71,1017.1,79,8.4
2024-04-14,37.0,41.0,41.0,14.1,7.4,4.6,19.4,190,7.9,80,1019.8,53,9.14
2024-04-15,31.0,49.0,49.0,19.4,6.4,0.0,15.7,230,8.5,78,1018.6,30,23.59
2024-04-16,42.0,67.0,67.0,25.6,10.4,0.0,19.5,220,9.1,62,1016.3,0,26.65
2024-04-17,53.0,61.0,61.0,25.9,10.9,0.0,16.2,173,10.2,68,1015.6,52,26.24
2024-04-18,63.0,47.0,63.0,22.8,11.7,0.0,14.5,189,11.0,76,1014.8,59,21.3
2024-04-19,56.0,54.0,56.0,21.8,11.6,0.0,17.6,202,10.8,77,1014.7,48,24.0
2024-04-20,63.0,67.0,67.0,23.2,10.6,0.0,17.0,210,10.8,75,1015.9,38,23.21
2024-04-21,68.0,71.0,71.0,25.7,11.4,0.0,19.6,224,12.1,77,1014.4,35,25.33
2024-04-22,78.0,58.0,78.0,24.1,12.1,0.0,18.7,208,12.2,78,1012.3,67,23.07
2024-04-23,33.0,48.0,48.0,20.0,13.3,0.2,16.4,182,10.7,70,1015.6,74,16.64
2024-04-24,41.0,46.0,46.0,21.7,10.6,0.0,18.0,195,9.3,69,1017.4,48,23.4
2024-04-25,29.0,39.0,39.0,19.7,13.0,0.8,17.8,215,9.3,67,1017.4,92,18.98
2024-04-26,42.0,36.0,42.0,23.1,12.1,0.0,26.6,217,9.9,68,1012.9,45,21.33
2024-04-27,44.0,40.0,44.0,23.8,10.2,0.0,24.2,192,8.3,63,1014.3,4,27.39
2024-04-28,52.0,58.0,58.0,24.5,10.7,0.0,21.2,213,8.1,57,1015.1,0,27.27
2024-04-29,56.0,45.0,56.0,25.5,12.4,0.0,21.6,218,9.7,60,1012.2,0,27.73
2024-04-30,60.0,61.0,61.0,26.0,12.3,0.0,20.7,186,11.3,69,1010.7,16,26.7
2024-05-01,61.0,50.0,61.0,23.1,14.2,0.0,23.0,206,11.7,71,1010.6,39,25.85
2024-05-02,67.0,71.0,71.0,24.9,12.5,0.0,18.7,207,12.2,75,1011.6,29,24.24
2024-05-03,57.0,74.0,74.0,23.2,12.1,0.0,18.1,188,12.1,76,1011.4,34,22.95
2024-05-04,49.0,44.0,49.0,22.1,13.4,0.3,21.2,217,11.7,76,1012.3,92,15.84
2024-05-06,42.0,44.0,44.0,22.3,8.8,0.0,21.7,207,5.8,57,1015.5,7,28.6
2024-05-07,49.0,58.0,58.0,24.0,10.7,0.0,19.0,192,7.6,56,1012.5,3,28.65
2024-05-08,57.0,61.0,61.0,25.0,11.8,0.0,20.6,211,10.9,69,1010.5,18,26.54
2024-05-09,59.0,51.0,59.0,26.0,12.4,0.0,21.5,210,11.3,71,1013.1,22,24.62
2024-05-10,58.0,45.0,58.0,23.9,11.3,0.0,22.8,241,11.2,75,1014.0,27,27.23
2024-05-11,53.0,42.0,53.0,23.4,11.0,0.0,18.5,217,11.5,77,1013.4,56,24.16
2024-05-12,62.0,67.0,67.0,25.2,12.5,0.0,19.5,202,12.2,75,1013.3,37,26.09
2024-05-13,54.0,44.0,54.0,23.5,12.7,0.0,18.3,191,11.9,74,1013.8,65,24.87
2024-05-14,53.0,49.0,53.0,23.1,13.4,0.0,17.6,187,11.2,70,1012.9,38,26.43
2024-05-15,40.0,39.0,40.0,21.3,13.1,0.0,18.5,225,11.1,73,1012.9,68,19.74
2024-05-16,38.0,47.0,47.0,22.6,12.6,0.0,19.4,227,11.2,76,1014.1,63,22.43
2024-05-17,33.0,44.0,44.0,22.2,12.8,0.0,17.6,187,11.8,76,1014.3,70,22.11
2024-05-18,36.0,43.0,43.0,22.9,13.9,0.0,22.5,206,11.4,69,1015.2,43,27.09
2024-05-19,36.0,49.0,49.0,21.6,10.8,0.0,19.4,198,10.4,73,1016.5,29,24.78
2024-05-20,39.0,46.0,46.0,21.6,12.1,0.8,20.4,185,10.6,74,1014.8,51,21.48
2024-05-21,57.0,50.0,57.0,22.6,11.4,0.0,22.1,205,10.5,72,1014.0,22,26.77
2024-05-22,65.0,54.0,65.0,23.2,11.8,0.0,19.5,197,11.3,75,1014.2,37,25.01
2024-05-23,54.0,45.0,54.0,22.5,13.8,0.2,17.9,172,11.0,70,1013.5,71,21.38
2024-05-24,58.0,44.0,58.0,21.5,12.9,0.2,19.2,211,11.3,73,1013.1,73,17.22
2024-05-25,34.0,37.0,37.0,21.5,12.1,0.0,17.3,148,9.9,67,1014.9,48,24.38
2024-05-26,37.0,41.0,41.0,23.0,12.6,0.0,18.1,180,11.0,70,1015.9,39,23.46
2024-05-27,57.0,50.0,57.0,23.9,11.7,0.0,18.1,200,11.8,74,1016.4,22,26.13
2024-05-28,61.0,47.0,61.0,24.2,11.9,0.0,18.9,193,11.7,75,1016.7,39,27.09
2024-05-29,55.0,49.0,55.0,24.6,12.0,0.0,18.1,189,11.4,72,1016.1,43,25.43
2024-05-30,66.0,61.0,66.0,26.1,11.9,0.0,20.2,221,12.3,72,1013.5,4,29.4
2024-05-31,67.0,64.0,67.0,24.5,13.4,0.0,19.2,208,12.6,77,1012.4,54,24.09
2024-06-01,54.0,71.0,71.0,24.1,13.4,0.0,18.1,206,12.0,75,1012.8,53,24.92
2024-06-02,38.0,46.0,46.0,23.4,14.1,0.0,14.9,175,11.9,70,1012.8,70,22.72
2024-06-03,54.0,47.0,54.0,25.1,14.9,0.0,18.2,195,12.9,73,1011.6,86,22.51
2024-06-04,57.0,71.0,71.0,27.0,13.9,0.0,18.1,201,13.5,72,1010.5,54,27.3
2024-06-05,66.0,90.0,90.0,27.6,14.0,0.0,19.4,210,14.4,76,1011.4,40,26.74
2024-06-06,59.0,77.0,77.0,26.0,15.1,0.0,18.1,220,15.0,77,1011.3,48,26.35
2024-06-07,39.0,44.0,44.0,26.6,14.9,0.0,16.8,194,14.4,76,1011.9,53,23.3
2024-06-08,33.0,39.0,39.0,25.1,16.1,0.0,16.6,194,13.8,72,1013.0,65,23.25
2024-06-09,29.0,42.0,42.0,24.2,15.4,0.1,17.1,208,13.0,70,1013.7,65,24.63
2024-06-10,53.0,49.0,53.0,26.1,13.0,0.0,22.1,225,13.4,76,1013.0,34,27.23
2024-06-11,61.0,48.0,61.0,25.2,13.5,0.0,17.9,205,13.8,78,1012.4,46,25.46
2024-06-12,41.0,54.0,54.0,27.2,14.6,0.0,17.7,202,13.3,71,1013.9,34,26.57
2024-06-13,48.0,47.0,48.0,25.6,13.6,0.0,19.6,220,13.2,75,1014.5,37,27.7
2024-06-14,52.0,97.0,97.0,28.0,13.7,0.0,16.5,181,13.1,68,1013.1,27,28.27
2024-06-15,64.0,61.0,64.0,29.4,14.4,0.0,17.4,178,12.4,62,1009.0,14,29.37
2024-06-16,67.0,61.0,67.0,29.0,15.1,0.0,19.4,187,13.6,66,1006.7,7,29.38
2024-06-17,68.0,48.0,68.0,25.8,14.9,0.0,20.4,183,13.6,70,1006.3,33,27.03
2024-06-18,65.0,64.0,65.0,27.5,14.7,0.0,20.7,199,13.7,69,1007.5,19,27.55
2024-06-19,63.0,67.0,67.0,27.5,15.9,0.0,22.4,201,14.0,69,1009.7,29,28.14
2024-06-20,60.0,58.0,60.0,28.1,14.9,0.0,22.8,209,13.4,67,1008.7,6,29.13
2024-06-21,58.0,90.0,90.0,29.5,14.5,0.0,20.7,207,12.9,63,1007.3,4,29.85
2024-06-22,63.0,129.0,129.0,32.3,15.4,0.0,19.9,212,14.7,65,1009.5,11,29.38
2024-06-23,54.0,87.0,87.0,32.1,18.1,0.0,21.2,213,13.7,55,1011.1,31,23.27
2024-06-24,50.0,97.0,97.0,33.4,20.0,0.0,25.9,199,12.1,48,1012.0,17,27.99
2024-06-25,58.0,48.0,58.0,29.5,18.5,0.0,19.2,200,14.0,59,1012.9,2,28.44
2024-06-26,59.0,54.0,59.0,29.9,17.3,0.0,18.4,186,14.6,64,1013.5,4,28.38
2024-06-27,56.0,67.0,67.0,30.2,16.9,0.0,19.6,180,15.0,67,1010.4,22,26.67
2024-06-28,58.0,58.0,58.0,29.5,16.6,0.0,16.7,185,15.4,69,1009.2,16,27.68
2024-06-29,59.0,84.0,84.0,29.5,15.6,0.0,18.7,211,14.2,68,1011.5,12,29.28
2024-06-30,57.0,101.0,101.0,32.2,14.9,0.0,19.9,205,14.0,66,1012.0,24,29.71
2024-07-01,54.0,115.0,115.0,31.6,16.1,0.0,18.3,190,14.7,66,1011.0,10,29.17
2024-07-02,60.0,93.0,93.0,31.0,15.8,0.0,20.8,208,15.3,71,1009.8,33,27.42
2024-07-03,53.0,101.0,101.0,30.0,15.7,0.0,20.6,221,15.3,72,1010.9,22,28.4
2024-07-04,109.0,77.0,109.0,29.2,15.7,0.0,18.4,210,15.3,71,1013.3,29,28.44
2024-07-05,151.0,115.0,151.0,34.7,16.6,0.0,17.4,191,15.5,62,1009.6,7,28.23
2024-07-06,58.0,71.0,71.0,32.3,18.0,0.0,18.6,169,17.5,71,1009.9,31,25.67
2024-07-07,54.0,64.0,64.0,31.2,18.2,0.0,15.7,188,16.7,70,1012.0,21,27.54
2024-07-08,52.0,67.0,67.0,29.2,16.6,0.0,19.0,205,16.0,73,1009.9,28,27.99
2024-07-09,58.0,108.0,108.0,33.2,15.7,0.0,19.4,205,15.9,70,1009.3,16,28.26
2024-07-10,57.0,122.0,122.0,35.2,16.8,0.0,17.7,197,16.3,66,1010.0,1,28.91
2024-07-11,60.0,108.0,108.0,32.2,16.3,0.0,20.7,192,16.5,73,1011.0,22,27.46
2024-07-12,58.0,48.0,58.0,30.6,16.0,0.0,25.3,209,15.8,73,1011.2,51,23.54
2024-07-13,57.0,67.0,67.0,30.9,17.0,0.0,21.4,215,15.7,68,1013.3,19,27.33
2024-07-14,54.0,58.0,58.0,29.6,17.8,0.0,19.2,218,16.2,69,1016.2,7,26.69
2024-07-15,50.0,58.0,58.0,29.4,17.1,0.0,22.2,212,15.8,70,1015.3,5,27.74
2024-07-16,42.0,61.0,61.0,29.0,16.5,0.0,16.7,188,15.3,68,1014.5,9,27.54
2024-07-17,47.0,84.0,84.0,30.7,17.4,0.0,19.8,187,15.7,68,1013.7,19,24.79
2024-07-18,56.0,87.0,87.0,31.5,18.2,0.0,19.1,199,16.8,70,1013.9,24,26.91
2024-07-19,81.0,115.0,115.0,33.9,16.9,0.0,20.7,207,16.5,70,1013.8,16,27.32
2024-07-20,54.0,100.0,100.0,35.8,16.9,0.0,20.7,210,15.1,61,1012.3,4,28.18
2024-07-21,59.0,71.0,71.0,34.0,18.4,0.0,20.5,204,15.4,60,1011.2,5,27.7
2024-07-22,55.0,74.0,74.0,32.0,18.4,0.0,20.7,211,15.6,62,1010.5,6,27.45
2024-07-23,50.0,80.0,80.0,32.7,19.0,0.0,20.5,212,16.1,63,1012.1,3,27.28
2024-07-24,52.0,71.0,71.0,33.0,19.5,0.0,20.4,203,15.7,60,1015.5,0,27.19
2024-07-25,58.0,93.0,93.0,35.8,19.5,0.0,22.2,197,15.4,57,1015.0,0,27.46
2024-07-26,55.0,97.0,97.0,34.0,18.1,0.0,18.0,186,15.3,59,1011.6,0,27.63
2024-07-27,60.0,54.0,60.0,31.0,16.6,0.0,19.1,191,14.7,65,1011.0,12,27.61
2024-07-28,53.0,54.0,54.0,28.9,15.1,0.0,17.8,205,13.5,66,1012.6,9,28.46
2024-07-29,51.0,51.0,51.0,28.6,14.7,0.0,18.4,208,13.8,68,1013.9,5,28.27
2024-07-30,52.0,80.0,80.0,30.1,14.6,0.0,19.2,201,13.8,68,1013.3,13,28.5
2024-07-31,47.0,80.0,80.0,30.1,15.2,0.0,20.3,205,14.3,70,1012.7,9,28.1
2024-08-01,49.0,93.0,93.0,30.7,14.8,0.0,18.9,206,15.1,71,1014.7,49,21.21
2024-08-02,52.0,133.0,133.0,33.4,18.4,0.0,20.9,216,15.1,58,1015.6,3,26.5
2024-08-03,51.0,101.0,101.0,35.5,18.0,0.0,22.3,208,14.4,57,1012.9,0,27.18
2024-08-04,54.0,105.0,105.0,34.0,17.0,0.0,18.8,201,14.7,60,1010.8,49,26.52
2024-08-05,59.0,126.0,126.0,36.3,18.2,0.0,24.0,208,15.1,58,1010.8,32,26.99
2024-08-06,59.0,122.0,122.0,38.2,18.1,0.0,24.0,188,16.0,62,1012.7,3,26.63
2024-08-07,63.0,67.0,67.0,33.0,19.3,0.0,17.4,174,16.4,65,1014.5,29,25.37
2024-08-08,60.0,67.0,67.0,30.4,18.5,0.0,18.6,190,15.6,66,1012.6,13,25.91
2024-08-09,56.0,93.0,93.0,31.6,16.8,0.0,21.0,213,14.7,64,1011.2,4,26.28
2024-08-10,58.0,136.0,136.0,34.2,18.0,0.0,20.9,202,15.7,63,1011.2,5,26.23
2024-08-11,62.0,115.0,115.0,34.2,19.0,0.0,18.9,192,16.9,63,1012.8,23,26.29
2024-08-12,58.0,67.0,67.0,32.5,19.6,0.0,19.3,207,16.9,65,1012.7,8,26.12
2024-08-13,57.0,90.0,90.0,33.1,18.4,0.0,21.1,199,16.1,66,1012.6,0,26.47
2024-08-14,62.0,90.0,90.0,32.8,17.8,0.0,20.3,201,16.0,65,1013.5,0,26.7
2024-08-15,58.0,80.0,80.0,33.5,18.4,0.0,23.1,208,15.0,58,1011.9,0,26.65
2024-08-16,58.0,101.0,101.0,34.1,18.0,0.0,21.5,200,16.9,68,1011.3,22,25.63
2024-08-17,56.0,51.0,56.0,29.9,19.1,0.0,18.2,200,16.9,71,1012.5,30,24.33
2024-08-18,53.0,58.0,58.0,30.5,16.9,0.0,22.2,223,16.2,73,1013.0,28,25.62
2024-08-19,53.0,97.0,97.0,33.8,16.9,0.0,19.9,213,14.7,62,1013.4,8,26.45
2024-08-20,54.0,126.0,126.0,37.2,18.3,0.0,20.2,203,12.3,49,1012.7,0,26.72
2024-08-21,57.0,122.0,122.0,35.6,17.5,0.0,23.1,193,15.1,60,1012.9,0,26.02
2024-08-22,57.0,61.0,61.0,30.8,18.4,0.0,20.2,189,16.0,69,1012.9,18,25.25
2024-08-23,53.0,54.0,54.0,29.2,16.8,0.0,20.7,179,14.2,66,1013.7,16,25.17
2024-08-24,53.0,64.0,64.0,28.6,15.2,0.0,19.5,185,13.5,66,1015.7,8,25.58
2024-08-25,54.0,64.0,64.0,30.1,16.5,0.0,24.7,202,13.7,62,1016.3,0,25.43
2024-08-26,56.0,77.0,77.0,33.0,17.1,0.0,23.5,209,13.8,60,1016.2,0,25.5
2024-08-27,56.0,71.0,71.0,32.5,17.3,0.0,20.2,203,15.3,65,1014.3,0,25.17
2024-08-28,61.0,90.0,90.0,29.8,16.0,0.0,20.4,221,15.4,74,1014.0,27,24.06
2024-08-29,59.0,74.0,74.0,27.8,15.1,0.0,20.3,227,15.1,76,1014.9,31,24.49
2024-08-30,55.0,67.0,67.0,27.4,15.4,0.0,17.6,216,15.6,79,1015.5,45,22.32
2024-08-31,59.0,84.0,84.0,31.2,15.9,0.0,18.4,206,16.2,74,1013.8,25,23.0
2024-09-01,64.0,100.0,100.0,32.3,17.2,0.0,17.8,203,17.1,73,1011.9,15,23.27
2024-09-02,64.0,115.0,115.0,33.1,17.9,0.0,20.6,204,17.4,71,1011.7,15,23.56
2024-09-03,61.0,84.0,84.0,34.2,18.2,0.0,22.8,196,16.7,67,1011.4,11,23.68
2024-09-04,59.0,87.0,87.0,40.9,19.8,0.0,21.4,221,13.8,45,1011.3,0,23.89
2024-09-05,62.0,108.0,108.0,42.8,24.0,0.0,20.6,232,11.1,30,1010.3,5,23.73
2024-09-06,65.0,133.0,133.0,45.7,23.8,0.0,28.0,184,10.9,29,1009.0,15,22.91
2024-09-07,71.0,150.0,150.0,38.8,22.3,0.0,17.5,204,15.8,49,1008.0,6,22.9
2024-09-08,68.0,136.0,136.0,42.1,25.2,0.0,19.6,229,10.8,28,1006.9,10,22.35
2024-09-09,60.0,64.0,64.0,42.3,26.3,0.0,25.3,245,9.5,24,1008.1,0,23.43
2024-09-10,55.0,71.0,71.0,33.9,19.0,0.0,22.3,205,13.7,50,1009.1,0,23.41
2024-09-11,54.0,49.0,54.0,28.0,15.4,0.0,15.9,156,14.4,71,1008.1,27,22.75
2024-09-12,54.0,49.0,54.0,27.5,15.1,0.0,17.6,159,14.3,70,1006.4,18,21.97
2024-09-13,56.0,64.0,64.0,28.1,16.9,0.0,17.8,205,15.6,73,1008.9,34,19.82
