Date Local,pm25_aqi,ozone_aqi,AQI,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,winddirection_10m_dominant,dewpoint_2m_mean,relative_humidity_2m_mean,pressure_msl_mean,cloudcover_mean,shortwave_radiation_sum
2024-09-14,55.0,77.0,77.0,27.5,18.0,0.0,19.9,230,15.8,74,1011.1,47,20.22
2024-09-15,42.0,51.0,51.0,26.1,17.3,0.0,19.6,216,14.8,73,1011.3,65,17.98
2024-09-16,38.0,41.0,41.0,24.0,17.0,0.8,21.3,210,12.4,64,1011.1,53,19.38
2024-09-17,46.0,44.0,46.0,25.2,14.4,0.0,19.3,164,11.8,66,1013.4,8,21.99
2024-09-18,48.0,45.0,48.0,26.0,14.9,0.0,18.8,196,13.5,71,1011.0,8,19.94
2024-09-19,40.0,43.0,43.0,24.0,17.1,0.5,20.1,219,14.2,71,1011.3,68,12.61
2024-09-20,39.0,46.0,46.0,26.3,15.9,0.0,22.7,223,14.1,72,1011.6,32,17.79
2024-09-21,55.0,54.0,55.0,26.0,14.9,0.0,17.8,162,14.1,76,1012.7,30,16.69
2024-09-22,56.0,67.0,67.0,27.0,14.7,0.0,19.1,222,15.2,78,1011.9,19,19.94
2024-09-23,59.0,93.0,93.0,30.6,15.0,0.0,17.7,203,15.7,79,1009.8,32,19.38
2024-09-24,61.0,49.0,61.0,28.2,15.6,0.0,20.7,206,15.8,82,1009.6,46,18.69
2024-09-25,63.0,44.0,63.0,25.4,14.9,0.0,17.3,214,15.1,81,1010.1,46,18.62
2024-09-26,55.0,48.0,55.0,26.1,13.8,0.0,17.2,180,14.3,80,1010.9,39,19.11
2024-09-27,61.0,45.0,61.0,26.5,13.5,0.0,15.7,202,14.1,81,1010.4,45,19.12
2024-09-28,61.0,71.0,71.0,27.2,13.6,0.0,19.1,219,13.9,79,1011.0,42,18.9
2024-09-29,54.0,64.0,64.0,27.0,14.0,0.0,18.1,213,13.6,75,1011.5,43,19.9
2024-09-30,63.0,105.0,105.0,33.6,14.1,0.0,19.8,200,14.2,73,1010.9,21,19.57
2024-10-01,57.0,97.0,97.0,32.7,15.4,0.0,15.8,199,15.4,74,1012.2,40,18.56
2024-10-02,61.0,151.0,151.0,34.2,15.6,0.0,14.0,161,14.5,65,1008.9,17,18.48
2024-10-03,67.0,108.0,108.0,34.3,17.3,0.0,14.3,152,15.1,64,1008.1,2,18.78
2024-10-04,72.0,136.0,136.0,31.6,15.9,0.0,16.0,198,16.1,76,1011.9,52,14.41
2024-10-05,72.0,101.0,101.0,30.0,16.3,0.0,15.0,193,16.5,81,1013.5,51,17.66
2024-10-06,66.0,115.0,115.0,33.3,15.6,0.0,16.7,187,16.2,79,1012.9,43,16.69
2024-10-07,60.0,122.0,122.0,33.2,15.7,0.0,15.6,194,16.2,76,1011.0,62,16.72
2024-10-08,57.0,50.0,57.0,31.4,14.6,0.0,15.3,205,14.7,76,1010.3,44,17.14
2024-10-09,89.0,77.0,89.0,29.6,14.7,0.0,17.7,207,14.9,79,1013.0,42,17.05
2024-10-10,94.0,112.0,112.0,29.4,14.9,0.0,15.5,208,14.2,74,1015.0,58,16.65
2024-10-11,65.0,87.0,87.0,31.4,14.9,0.0,15.2,208,12.4,62,1015.8,57,17.29
2024-10-12,69.0,87.0,87.0,28.2,13.0,0.0,16.7,181,14.0,74,1016.6,27,17.16
2024-10-13,66.0,49.0,66.0,26.7,13.6,0.0,19.3,185,13.6,78,1016.0,24,15.37
2024-10-14,57.0,44.0,57.0,25.7,14.8,0.0,15.0,163,14.2,78,1017.0,37,14.76
2024-10-15,78.0,47.0,78.0,24.7,14.5,0.0,15.1,180,14.6,82,1016.1,37,13.23
2024-10-16,81.0,41.0,81.0,23.7,15.6,0.0,18.1,206,14.5,80,1013.9,87,13.23
2024-10-17,49.0,43.0,49.0,22.4,15.9,1.0,16.0,171,14.3,78,1010.8,92,8.07
2024-10-21,54.0,58.0,58.0,30.6,16.6,0.0,20.7,207,4.3,34,1016.8,43,15.24
2024-10-24,67.0,108.0,108.0,30.1,15.1,0.0,17.5,184,9.7,55,1013.0,34,15.7
2024-10-25,74.0,84.0,84.0,27.2,12.1,0.0,15.3,202,12.1,74,1014.9,49,15.45
2024-10-26,64.0,93.0,93.0,30.0,13.2,0.0,14.2,211,11.2,66,1016.3,99,13.83
2024-10-27,69.0,90.0,90.0,28.0,13.9,0.0,14.4,182,12.2,66,1015.3,95,13.85
2024-10-28,54.0,33.0,54.0,23.7,15.9,0.1,23.0,154,13.5,74,1012.3,53,13.02
2024-10-29,37.0,38.0,38.0,23.1,11.8,0.0,23.6,310,3.9,48,1012.5,6,14.7
2024-10-30,48.0,44.0,48.0,23.9,11.4,0.0,14.3,49,4.1,46,1018.4,33,13.55
2024-10-31,46.0,46.0,46.0,23.1,11.2,0.0,17.5,201,3.0,44,1017.0,0,15.09
2024-11-02,56.0,38.0,56.0,20.5,11.8,0.2,20.4,152,11.3,77,1013.1,77,8.95
2024-11-03,27.0,40.0,40.0,25.9,12.8,0.0,27.0,325,3.8,46,1010.7,16,14.39
2024-11-04,42.0,37.0,42.0,24.5,9.6,0.0,18.5,8,-1.1,34,1016.5,0,14.78
2024-11-05,49.0,37.0,49.0,24.4,10.0,0.0,13.5,115,2.9,42,1014.0,42,14.64
2024-11-06,48.0,40.0,48.0,24.5,11.2,0.0,13.2,44,-5.9,28,1012.4,55,14.81
2024-11-07,41.0,31.0,41.0,22.9,7.7,0.0,17.5,27,-7.6,24,1019.2,0,14.82
2024-11-08,46.0,37.0,46.0,24.5,10.2,0.0,17.8,360,-8.3,19,1019.0,0,14.62
2024-11-09,61.0,43.0,61.0,26.0,11.8,0.0,15.3,87,-4.0,24,1014.9,6,14.48
2024-11-10,75.0,61.0,75.0,26.0,11.9,0.0,15.2,173,1.8,39,1015.2,79,13.99
2024-11-11,71.0,46.0,71.0,20.0,8.6,0.0,16.2,182,9.4,75,1016.6,22,13.38
2024-11-12,39.0,43.0,43.0,21.9,10.8,0.0,21.9,346,2.2,45,1017.4,16,14.05
2024-11-13,36.0,42.0,42.0,26.0,6.8,0.0,9.9,289,-5.6,25,1017.7,1,14.26
2024-11-14,52.0,38.0,52.0,23.8,12.1,0.0,10.6,185,-0.0,37,1013.7,4,13.93
2024-11-15,33.0,38.0,38.0,18.6,10.9,0.3,14.2,290,6.0,62,1011.0,26,12.06
2024-11-16,39.0,36.0,39.0,20.3,5.8,0.0,11.6,310,-0.2,45,1013.1,0,13.78
2024-11-17,34.0,33.0,34.0,20.0,5.6,0.0,11.5,145,-3.0,36,1014.5,3,13.72
2024-11-18,58.0,36.0,58.0,19.2,8.9,0.0,12.3,8,3.9,54,1015.1,19,13.34
2024-11-20,55.0,37.0,55.0,24.0,7.9,0.0,8.6,245,-3.0,32,1020.7,8,13.61
2024-11-21,52.0,38.0,52.0,25.5,9.6,0.0,8.3,231,-3.5,30,1019.8,29,13.76
2024-11-22,59.0,33.0,59.0,23.6,8.6,0.0,7.2,194,4.5,55,1017.3,0,13.36
2024-11-23,71.0,24.0,71.0,14.3,8.5,0.6,5.4,113,9.4,85,1015.9,81,2.63
2024-11-24,41.0,31.0,41.0,18.6,11.1,1.1,8.9,245,10.7,79,1017.5,78,10.21
2024-11-25,58.0,17.0,58.0,19.8,9.4,0.0,3.6,345,8.0,68,1020.5,72,6.76
2024-11-26,54.0,20.0,54.0,17.9,12.9,0.1,4.5,190,10.6,73,1019.3,82,3.59
2024-11-27,52.0,25.0,52.0,21.5,14.0,0.0,9.4,231,14.2,86,1016.8,77,9.84
2024-11-28,36.0,36.0,36.0,23.5,11.5,0.0,6.6,260,5.7,58,1016.8,61,12.14
2024-11-29,37.0,21.0,37.0,22.6,9.2,0.0,5.7,29,-6.7,23,1016.9,79,8.1
2024-11-30,39.0,32.0,39.0,25.5,9.3,0.0,4.5,39,-6.7,23,1017.5,78,10.92
2024-12-01,62.0,36.0,62.0,24.5,12.9,0.0,7.5,222,-0.9,32,1019.1,32,12.18
2024-12-02,64.0,35.0,64.0,22.6,10.4,0.0,3.8,324,0.2,36,1019.2,59,11.48
2024-12-03,82.0,24.0,82.0,21.5,10.9,0.0,6.3,134,4.9,52,1019.3,72,10.8
2024-12-04,128.0,24.0,128.0,19.7,10.3,0.0,4.0,132,8.9,74,1021.1,29,10.66
2024-12-05,151.0,28.0,151.0,21.2,7.4,0.0,5.0,138,6.3,68,1019.6,0,11.99
2024-12-06,87.0,22.0,87.0,25.0,5.9,0.0,5.0,229,-0.1,45,1018.0,10,12.12
2024-12-07,54.0,32.0,54.0,26.2,6.8,0.0,4.9,345,-6.3,23,1018.4,0,12.31
2024-12-08,69.0,31.0,69.0,21.2,9.6,0.0,8.0,117,1.2,44,1018.0,50,10.76
2024-12-09,103.0,31.0,103.0,19.6,9.7,0.0,6.3,49,6.6,71,1019.4,41,10.97
2024-12-10,58.0,29.0,58.0,20.1,5.1,0.0,6.6,18,-14.5,15,1024.6,16,12.56
2024-12-11,37.0,22.0,37.0,22.1,5.2,0.0,6.4,345,-14.8,14,1019.9,97,8.69
2024-12-12,52.0,25.0,52.0,15.6,6.7,0.4,6.5,142,-2.6,43,1015.1,58,7.51
2024-12-13,65.0,27.0,65.0,17.8,5.8,0.0,7.4,64,6.6,72,1020.4,26,10.92
2024-12-14,63.0,31.0,63.0,19.4,8.8,0.0,9.9,244,6.5,66,1022.0,89,9.62
2024-12-15,68.0,36.0,68.0,18.8,6.2,0.0,6.2,19,5.0,67,1021.3,12,11.62
2024-12-16,54.0,31.0,54.0,22.0,7.4,0.0,7.5,246,-0.6,42,1019.9,64,11.62
2024-12-18,52.0,31.0,52.0,26.0,11.2,0.0,5.3,19,-3.4,25,1019.1,0,11.64
2024-12-19,63.0,28.0,63.0,26.4,9.1,0.0,4.0,86,-1.9,32,1018.8,44,11.25
2024-12-20,101.0,25.0,101.0,21.5,8.6,0.0,7.8,197,8.7,75,1020.8,45,10.9
2024-12-21,86.0,36.0,86.0,19.2,6.8,0.0,7.8,216,8.4,79,1021.5,64,11.31
2024-12-22,99.0,23.0,99.0,20.3,10.1,0.0,6.8,160,6.7,65,1019.7,86,8.24
2024-12-23,127.0,27.0,127.0,20.6,9.9,0.0,6.2,107,8.6,71,1019.6,87,10.28
2024-12-25,54.0,36.0,54.0,17.6,8.4,0.0,21.8,327,5.1,59,1017.9,53,11.07
2024-12-26,62.0,31.0,62.0,18.2,8.4,0.0,8.6,81,5.3,63,1017.9,88,10.27
2024-12-27,62.0,24.0,62.0,16.1,9.4,0.0,8.7,95,9.7,86,1018.1,79,5.96
2024-12-28,79.0,21.0,79.0,17.5,8.9,0.0,6.4,87,9.3,85,1019.3,90,9.15
2024-12-29,88.0,22.0,88.0,18.1,7.8,0.0,6.2,188,9.1,85,1019.7,24,11.34
2024-12-30,98.0,29.0,98.0,19.2,8.2,0.0,6.4,56,8.4,80,1017.6,62,10.91
2024-12-31,113.0,19.0,113.0,18.1,7.1,0.0,4.9,39,6.5,73,1017.2,69,10.78
