Date Local,pm25_aqi,ozone_aqi,AQI,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,winddirection_10m_dominant,dewpoint_2m_mean,relative_humidity_2m_mean,pressure_msl_mean,cloudcover_mean,shortwave_radiation_sum,month,day_of_week,is_weekend,aqi_lag_1,aqi_lag_2,aqi_lag_3,aqi_lag_7,aqi_lag_14,ozone_dominant,ozone_dominant_lag1,had_rain,days_since_rain,aqi_rolling_7d_mean,aqi_rolling_7d_std
2023-04-30,69.0,50.0,69.0,22.4,11.8,0.0,14.5,186,11.7,79,1012.7,73,23.07,4,6,1,74.0,80.0,79.0,61.0,56.0,0,0.0,0,17.0,68.71428571428571,8.976158898516243
2023-05-01,27.0,41.0,41.0,18.9,12.8,0.4,17.4,175,10.0,72,1010.5,76,14.18,5,0,0,69.0,74.0,80.0,62.0,65.0,1,0.0,0,18.0,69.85714285714286,8.315218406202058
2023-05-02,18.0,37.0,37.0,17.5,10.0,1.1,18.5,212,7.4,69,1012.7,49,19.44,5,1,0,41.0,69.0,74.0,58.0,55.0,1,1.0,0,19.0,66.85714285714286,13.680016708426924
2023-05-03,23.0,41.0,41.0,19.3,8.3,0.6,18.9,205,6.6,66,1012.2,67,21.35,5,2,0,37.0,41.0,69.0,67.0,53.0,1,1.0,0,20.0,63.857142857142854,17.667565116417094
2023-05-04,14.0,35.0,35.0,17.0,10.9,13.1,17.9,156,8.7,74,1013.3,97,18.1,5,3,0,41.0,37.0,41.0,79.0,101.0,1,1.0,1,0.0,60.142857142857146,19.531415475488956
2023-05-05,26.0,35.0,35.0,18.6,10.0,3.1,16.9,225,9.0,73,1017.5,50,19.82,5,4,0,35.0,41.0,37.0,80.0,108.0,1,1.0,1,0.0,53.857142857142854,19.531415475488867
2023-05-06,28.0,37.0,37.0,19.4,8.3,0.0,19.5,242,8.8,72,1018.4,67,23.03,5,5,1,35.0,35.0,41.0,74.0,150.0,1,1.0,0,1.0,47.42857142857143,16.691885681941976
2023-05-07,29.0,41.0,41.0,22.0,10.4,0.0,18.3,196,10.3,75,1018.2,57,25.26,5,6,1,37.0,35.0,35.0,69.0,61.0,1,1.0,0,2.0,42.142857142857146,12.102734834580133
2023-05-08,40.0,39.0,40.0,22.5,11.9,0.0,17.9,199,11.3,75,1016.6,33,27.41,5,0,0,41.0,37.0,35.0,41.0,62.0,0,1.0,0,3.0,38.142857142857146,2.7945525240171327
2023-05-09,43.0,36.0,43.0,22.7,11.8,0.6,20.4,181,10.5,73,1015.2,70,20.51,5,1,0,40.0,41.0,37.0,37.0,58.0,0,0.0,0,4.0,38.0,2.645751311058286
2023-05-10,42.0,40.0,42.0,22.8,11.1,0.0,20.3,193,9.3,66,1016.0,29,24.98,5,2,0,43.0,40.0,41.0,41.0,67.0,0,0.0,0,5.0,38.857142857142854,3.1847852585102596
2023-05-11,48.0,54.0,54.0,22.0,10.4,0.0,20.6,233,10.1,71,1015.6,12,26.0,5,3,0,42.0,43.0,40.0,35.0,79.0,1,0.0,0,6.0,39.0,3.316624790350454
2023-05-12,56.0,49.0,56.0,24.9,10.6,0.0,19.8,218,11.6,77,1014.0,22,24.62,5,4,0,54.0,42.0,43.0,35.0,80.0,0,1.0,0,7.0,41.714285714285715,6.1023024538336275
2023-05-13,69.0,67.0,69.0,27.2,12.9,0.0,16.0,177,12.8,75,1011.3,46,24.57,5,5,1,56.0,54.0,42.0,37.0,74.0,0,0.0,0,8.0,44.714285714285715,7.296444013220793
2023-05-14,58.0,77.0,77.0,28.4,14.3,0.0,20.6,200,13.3,76,1013.3,45,23.43,5,6,1,69.0,56.0,54.0,41.0,69.0,1,0.0,0,9.0,49.285714285714285,10.82765418906921
2023-05-15,67.0,50.0,67.0,24.6,13.1,0.0,16.6,243,13.1,79,1017.3,82,21.57,5,0,0,77.0,69.0,56.0,40.0,41.0,0,1.0,0,10.0,54.42857142857143,14.246135649794875
2023-05-16,44.0,46.0,46.0,23.2,12.9,0.0,17.4,231,13.2,80,1015.6,68,22.78,5,1,0,67.0,77.0,69.0,43.0,37.0,1,0.0,0,11.0,58.285714285714285,13.313079855468184
2023-05-17,56.0,54.0,56.0,24.5,12.4,0.0,16.9,215,13.0,79,1012.5,59,26.58,5,2,0,46.0,67.0,77.0,42.0,41.0,0,1.0,0,12.0,58.714285714285715,12.776466461352802
2023-05-18,60.0,49.0,60.0,24.9,13.6,0.0,13.7,174,13.3,78,1012.3,57,23.59,5,3,0,56.0,46.0,67.0,54.0,35.0,0,0.0,0,13.0,60.714285714285715,10.641338977688571
2023-05-19,67.0,49.0,67.0,24.0,13.9,0.2,14.8,195,13.3,79,1016.4,70,21.66,5,4,0,60.0,56.0,46.0,56.0,35.0,0,0.0,0,14.0,61.57142857142857,10.24462693085308
2023-05-20,58.0,50.0,58.0,24.8,14.4,0.0,17.1,235,13.9,77,1017.7,73,24.62,5,5,1,67.0,60.0,56.0,69.0,37.0,0,0.0,0,15.0,63.142857142857146,10.090070555229229
2023-05-21,57.0,67.0,67.0,26.1,14.7,0.0,17.4,229,14.0,77,1015.5,71,24.8,5,6,1,58.0,67.0,60.0,77.0,41.0,1,0.0,0,16.0,61.57142857142857,9.88023520059249
2023-05-22,58.0,44.0,58.0,25.2,14.7,0.0,17.8,221,13.9,78,1013.5,64,23.9,5,0,0,67.0,58.0,67.0,67.0,40.0,0,1.0,0,17.0,60.142857142857146,7.776643908278753
2023-05-23,38.0,32.0,38.0,22.1,15.3,0.1,14.6,184,12.8,73,1013.5,82,20.06,5,1,0,58.0,67.0,58.0,46.0,43.0,0,0.0,0,18.0,58.857142857142854,7.174690967293881
2023-05-24,33.0,40.0,40.0,21.9,15.2,0.3,14.9,173,11.4,68,1013.2,82,18.49,5,2,0,38.0,58.0,67.0,56.0,42.0,1,0.0,0,19.0,57.714285714285715,9.741907508529287
2023-05-25,32.0,40.0,40.0,21.8,15.1,0.0,17.1,191,10.0,63,1012.0,81,20.89,5,3,0,40.0,38.0,58.0,60.0,54.0,1,1.0,0,20.0,55.42857142857143,11.85829024855708
2023-05-26,28.0,43.0,43.0,20.2,13.1,3.0,18.5,226,10.9,71,1014.0,71,18.14,5,4,0,40.0,40.0,38.0,67.0,56.0,1,1.0,1,0.0,52.57142857142857,12.933897876730326
2023-05-27,32.0,43.0,43.0,21.0,11.7,0.0,20.2,222,11.6,76,1014.4,31,23.91,5,5,1,43.0,40.0,40.0,58.0,69.0,1,1.0,0,1.0,49.142857142857146,11.582005747832733
2023-05-28,41.0,41.0,41.0,21.8,12.2,0.0,16.4,226,12.3,77,1013.8,67,17.91,5,6,1,43.0,43.0,40.0,67.0,77.0,0,1.0,0,2.0,47.0,11.045361017186007
2023-05-29,31.0,43.0,43.0,21.6,15.4,0.7,12.5,208,12.6,73,1014.6,98,15.06,5,0,0,41.0,43.0,43.0,58.0,67.0,1,0.0,0,3.0,43.285714285714285,6.725927091343301
2023-05-30,28.0,39.0,39.0,20.3,15.2,0.2,19.2,242,11.5,69,1014.3,89,16.25,5,1,0,43.0,41.0,43.0,38.0,46.0,1,1.0,0,4.0,41.142857142857146,1.9518001458892584
2023-05-31,23.0,34.0,34.0,20.1,14.3,1.1,15.7,221,11.6,73,1012.7,99,13.78,5,2,0,39.0,43.0,41.0,40.0,56.0,1,1.0,0,5.0,41.285714285714285,1.7043362064837704
2024-03-01,19.0,33.0,33.0,16.4,11.6,5.1,16.6,176,10.2,80,1020.4,94,10.44,3,4,0,51.0,55.0,56.0,41.0,66.0,1,0.0,1,0.0,51.57142857142857,6.803360514164682
2024-03-02,13.0,36.0,36.0,14.7,11.2,9.8,25.6,237,11.1,86,1016.7,83,8.07,3,5,1,33.0,51.0,55.0,44.0,85.0,1,1.0,1,0.0,50.42857142857143,9.144345117012376
2024-03-03,22.0,37.0,37.0,16.5,9.9,1.0,27.4,243,9.1,79,1017.0,58,15.18,3,6,1,36.0,33.0,51.0,54.0,37.0,1,1.0,0,1.0,49.285714285714285,10.48354720048238
2024-03-04,39.0,39.0,39.0,18.5,7.7,0.0,17.7,71,7.9,79,1018.5,39,18.84,3,0,0,37.0,36.0,33.0,60.0,28.0,0,1.0,0,2.0,46.857142857142854,11.15688982092096
2024-03-05,37.0,42.0,42.0,18.5,8.1,0.0,13.8,116,8.6,78,1017.4,38,19.12,3,1,0,39.0,37.0,36.0,56.0,31.0,1,0.0,0,3.0,43.857142857142854,9.771191865692163
2024-03-06,21.0,30.0,30.0,15.6,8.9,19.5,19.9,119,9.7,88,1013.1,84,8.1,3,2,0,42.0,39.0,37.0,55.0,37.0,1,1.0,1,0.0,41.857142857142854,8.173709305419504
2024-03-07,25.0,34.0,34.0,18.4,7.7,2.5,17.4,285,8.5,79,1012.2,23,17.35,3,3,0,30.0,42.0,39.0,51.0,48.0,1,1.0,1,0.0,38.285714285714285,6.824326235710375
2024-03-09,50.0,43.0,50.0,20.7,8.6,0.0,12.6,99,7.3,63,1019.5,61,20.54,3,5,1,34.0,30.0,42.0,33.0,41.0,0,1.0,0,1.0,35.857142857142854,3.976119189548946
2024-03-10,39.0,45.0,45.0,20.2,9.0,0.0,14.7,173,6.9,65,1018.2,63,17.93,3,6,1,50.0,34.0,30.0,36.0,44.0,1,0.0,0,2.0,38.285714285714285,6.395683067877759
2024-03-11,36.0,40.0,40.0,18.6,8.9,0.0,18.6,133,9.8,83,1018.2,71,16.6,3,0,0,45.0,50.0,34.0,37.0,54.0,1,1.0,0,3.0,39.57142857142857,6.754187413673418
2024-03-12,31.0,39.0,39.0,18.4,9.6,0.0,17.3,137,10.0,82,1019.3,69,17.02,3,1,0,40.0,45.0,50.0,39.0,60.0,1,1.0,0,4.0,40.0,6.6583281184776615
2024-03-13,41.0,39.0,41.0,19.5,9.2,0.0,18.1,99,10.0,79,1015.1,68,17.11,3,2,0,39.0,40.0,45.0,42.0,56.0,0,1.0,0,5.0,40.0,6.6583281184776615
2024-03-14,37.0,41.0,41.0,20.2,8.2,0.0,18.8,74,3.2,55,1009.7,21,22.19,3,3,0,41.0,39.0,40.0,30.0,55.0,1,0.0,0,6.0,39.857142857142854,6.618876325291227
2024-03-15,27.0,36.0,36.0,17.5,8.2,0.0,16.1,121,6.4,67,1010.1,75,15.99,3,4,0,41.0,41.0,39.0,34.0,51.0,1,1.0,0,7.0,41.42857142857143,4.995235825499972
2024-03-16,36.0,46.0,46.0,18.9,9.0,0.0,18.1,163,9.2,76,1016.3,56,16.92,3,5,1,36.0,41.0,41.0,50.0,33.0,1,1.0,0,8.0,41.714285714285715,4.535573676108249
2024-03-17,47.0,51.0,51.0,20.0,8.7,0.0,13.4,99,9.6,78,1017.9,30,19.3,3,6,1,46.0,36.0,41.0,45.0,36.0,1,1.0,0,9.0,41.142857142857146,3.4364987719335995
2024-03-18,53.0,45.0,53.0,23.0,8.6,0.0,21.5,84,10.0,73,1017.3,26,18.06,3,0,0,51.0,46.0,36.0,40.0,37.0,0,1.0,0,10.0,42.0,4.966554808581527
2024-03-19,53.0,50.0,53.0,22.2,10.7,0.0,13.0,68,10.4,72,1016.8,10,21.25,3,1,0,53.0,51.0,46.0,39.0,39.0,0,0.0,0,11.0,43.857142857142854,6.335839103294482
2024-03-20,66.0,61.0,66.0,22.1,11.8,0.0,13.2,187,11.8,75,1016.0,18,21.59,3,2,0,53.0,53.0,51.0,41.0,42.0,0,0.0,0,12.0,45.857142857142854,6.743603671344386
2024-03-21,70.0,51.0,70.0,21.9,10.7,0.0,17.1,167,11.7,82,1018.3,33,21.8,3,3,0,66.0,53.0,53.0,41.0,30.0,0,0.0,0,13.0,49.42857142857143,9.710083124551229
2024-03-22,70.0,46.0,70.0,21.8,11.6,0.0,18.3,182,11.8,84,1017.7,96,19.46,3,4,0,70.0,66.0,53.0,36.0,34.0,0,0.0,0,14.0,53.57142857142857,11.530497862293837
2024-03-23,25.0,40.0,40.0,17.8,10.6,6.8,28.1,221,10.3,81,1011.9,60,14.95,3,5,1,70.0,70.0,66.0,46.0,50.0,1,0.0,1,0.0,58.42857142857143,9.947481136064775
2024-03-24,14.0,38.0,38.0,17.1,6.9,0.7,21.7,295,5.5,67,1008.8,38,18.4,3,6,1,40.0,70.0,70.0,51.0,45.0,1,1.0,0,1.0,57.57142857142857,11.355720186424296
2024-03-25,29.0,39.0,39.0,18.2,5.2,0.0,19.3,109,6.0,70,1012.8,38,21.77,3,0,0,38.0,40.0,70.0,53.0,40.0,1,1.0,0,2.0,55.714285714285715,13.47484428746437
2024-03-26,42.0,44.0,44.0,19.5,9.2,0.0,21.7,127,8.2,73,1017.1,23,22.05,3,1,0,39.0,38.0,40.0,53.0,39.0,1,1.0,0,3.0,53.714285714285715,14.907652237628737
2024-03-27,54.0,54.0,54.0,20.3,8.4,0.0,17.2,159,8.8,74,1020.8,53,21.91,3,2,0,44.0,39.0,38.0,66.0,41.0,0,1.0,0,4.0,52.42857142857143,15.360741549559458
2024-03-28,53.0,38.0,53.0,20.1,9.4,0.0,20.9,220,10.3,82,1017.7,50,20.44,3,3,0,54.0,44.0,39.0,70.0,41.0,0,0.0,0,5.0,50.714285714285715,14.221044098028665
2024-03-29,31.0,44.0,44.0,16.8,9.4,0.9,20.3,160,7.5,72,1013.3,73,19.0,3,4,0,53.0,54.0,44.0,70.0,36.0,1,0.0,0,6.0,48.285714285714285,11.586116486470996
2024-03-30,12.0,43.0,43.0,14.4,10.1,29.2,24.5,119,8.7,81,1007.1,98,11.12,3,5,1,44.0,53.0,54.0,40.0,46.0,1,1.0,1,0.0,44.57142857142857,6.528326555789466
2024-03-31,14.0,44.0,44.0,15.5,9.3,7.4,20.9,101,8.4,80,1008.6,74,13.36,3,6,1,43.0,44.0,53.0,38.0,51.0,1,1.0,1,0.0,45.0,6.271629240740546
2024-04-01,29.0,41.0,41.0,18.2,6.8,0.0,20.3,261,8.1,77,1014.7,18,22.33,4,0,0,44.0,43.0,44.0,39.0,53.0,1,1.0,0,1.0,45.857142857142854,5.5205244747369155
2024-04-02,43.0,44.0,44.0,22.5,9.6,0.0,14.2,80,9.5,71,1023.0,0,24.5,4,1,0,41.0,44.0,43.0,44.0,53.0,1,1.0,0,2.0,46.142857142857146,5.145501965422753
2024-04-03,47.0,50.0,50.0,23.0,11.4,0.0,15.3,156,10.0,70,1020.0,0,24.65,4,2,0,44.0,41.0,44.0,54.0,66.0,1,1.0,0,3.0,46.142857142857146,5.145501965422753
2024-04-04,27.0,39.0,39.0,16.0,8.4,1.6,23.0,198,8.8,79,1013.5,81,12.64,4,3,0,50.0,44.0,41.0,53.0,70.0,1,1.0,0,4.0,45.57142857142857,4.276179870596301
2024-04-05,21.0,42.0,42.0,13.6,5.7,3.9,24.5,291,4.5,72,1014.3,48,17.04,4,4,0,39.0,50.0,44.0,44.0,70.0,1,1.0,1,0.0,43.57142857142857,3.408672412982151
2024-04-06,28.0,44.0,44.0,17.5,2.7,0.0,17.8,53,3.8,68,1022.5,2,25.48,4,5,1,42.0,39.0,50.0,43.0,40.0,1,1.0,0,1.0,43.285714285714285,3.4503277967085584
2024-04-07,39.0,44.0,44.0,18.8,6.7,0.0,15.0,222,4.4,61,1018.4,42,24.35,4,6,1,44.0,42.0,39.0,44.0,38.0,1,1.0,0,2.0,43.42857142857143,3.457221565413307
2024-04-08,40.0,47.0,47.0,25.5,6.6,0.0,11.6,352,3.8,56,1014.1,0,25.67,4,0,0,44.0,44.0,42.0,41.0,39.0,1,1.0,0,3.0,43.42857142857143,3.457221565413307
2024-04-09,36.0,49.0,49.0,26.5,7.1,0.0,21.6,291,2.8,45,1017.1,0,26.09,4,1,0,47.0,44.0,44.0,44.0,44.0,1,1.0,0,4.0,44.285714285714285,3.4982989063362564
2024-04-10,57.0,67.0,67.0,28.8,12.3,0.0,16.1,140,3.9,39,1016.7,0,25.89,4,2,0,49.0,47.0,44.0,50.0,54.0,1,1.0,0,5.0,45.0,3.9157800414874955
2024-04-11,69.0,77.0,77.0,29.0,13.8,0.0,20.9,200,8.8,55,1012.1,0,25.77,4,3,0,67.0,49.0,47.0,39.0,53.0,1,1.0,0,6.0,47.42857142857143,9.216961590044757
2024-04-12,68.0,43.0,68.0,20.9,11.8,0.0,21.1,152,10.4,75,1012.6,65,20.65,4,4,0,77.0,67.0,49.0,42.0,44.0,0,1.0,0,7.0,52.857142857142854,13.58220123824456
2024-04-13,31.0,48.0,48.0,18.1,10.0,6.2,29.6,148,8.5,71,1017.1,79,8.4,4,5,1,68.0,77.0,67.0,44.0,43.0,1,0.0,1,0.0,56.57142857142857,13.673053095500066
2024-04-14,37.0,41.0,41.0,14.1,7.4,4.6,19.4,190,7.9,80,1019.8,53,9.14,4,6,1,48.0,68.0,77.0,44.0,44.0,1,1.0,1,0.0,57.142857142857146,13.133019092203197
2024-04-15,31.0,49.0,49.0,19.4,6.4,0.0,15.7,230,8.5,78,1018.6,30,23.59,4,0,0,41.0,48.0,68.0,47.0,41.0,1,1.0,0,1.0,56.714285714285715,13.671311638052325
2024-04-16,42.0,67.0,67.0,25.6,10.4,0.0,19.5,220,9.1,62,1016.3,0,26.65,4,1,0,49.0,41.0,48.0,49.0,44.0,1,1.0,0,2.0,57.0,13.453624047073085
2024-04-17,53.0,61.0,61.0,25.9,10.9,0.0,16.2,173,10.2,68,1015.6,52,26.24,4,2,0,67.0,49.0,41.0,67.0,50.0,1,1.0,0,3.0,59.57142857142857,13.38976154700667
2024-04-18,63.0,47.0,63.0,22.8,11.7,0.0,14.5,189,11.0,76,1014.8,59,21.3,4,3,0,61.0,67.0,49.0,77.0,39.0,0,1.0,0,4.0,58.714285714285715,13.021959475110204
2024-04-19,56.0,54.0,56.0,21.8,11.6,0.0,17.6,202,10.8,77,1014.7,48,24.0,4,4,0,63.0,61.0,67.0,68.0,42.0,0,0.0,0,5.0,56.714285714285715,10.594248214860661
2024-04-20,63.0,67.0,67.0,23.2,10.6,0.0,17.0,210,10.8,75,1015.9,38,23.21,4,5,1,56.0,63.0,61.0,48.0,44.0,1,0.0,0,6.0,55.0,9.363047936791155
2024-04-21,68.0,71.0,71.0,25.7,11.4,0.0,19.6,224,12.1,77,1014.4,35,25.33,4,6,1,67.0,56.0,63.0,41.0,44.0,1,1.0,0,7.0,57.714285714285715,9.7419075085296
2024-04-22,78.0,58.0,78.0,24.1,12.1,0.0,18.7,208,12.2,78,1012.3,67,23.07,4,0,0,71.0,67.0,56.0,49.0,47.0,0,1.0,0,8.0,62.0,7.505553499464149
2024-04-23,33.0,48.0,48.0,20.0,13.3,0.2,16.4,182,10.7,70,1015.6,74,16.64,4,1,0,78.0,71.0,67.0,67.0,49.0,1,0.0,0,9.0,66.14285714285714,7.128079952519515
2024-04-24,41.0,46.0,46.0,21.7,10.6,0.0,18.0,195,9.3,69,1017.4,48,23.4,4,2,0,48.0,78.0,71.0,61.0,67.0,1,1.0,0,10.0,63.42857142857143,9.846440014155712
2024-04-25,29.0,39.0,39.0,19.7,13.0,0.8,17.8,215,9.3,67,1017.4,92,18.98,4,3,0,46.0,48.0,78.0,63.0,77.0,1,1.0,0,11.0,61.285714285714285,11.884363476353297
2024-04-26,42.0,36.0,42.0,23.1,12.1,0.0,26.6,217,9.9,68,1012.9,45,21.33,4,4,0,39.0,46.0,48.0,56.0,68.0,0,1.0,0,12.0,57.857142857142854,14.484803202305079
2024-04-27,44.0,40.0,44.0,23.8,10.2,0.0,24.2,192,8.3,63,1014.3,4,27.39,4,5,1,42.0,39.0,46.0,67.0,48.0,0,0.0,0,13.0,55.857142857142854,15.69956020008756
2024-04-28,52.0,58.0,58.0,24.5,10.7,0.0,21.2,213,8.1,57,1015.1,0,27.27,4,6,1,44.0,42.0,39.0,71.0,41.0,1,0.0,0,14.0,52.57142857142857,15.382426584223609
2024-04-29,56.0,45.0,56.0,25.5,12.4,0.0,21.6,218,9.7,60,1012.2,0,27.73,4,0,0,58.0,44.0,42.0,78.0,49.0,0,1.0,0,15.0,50.714285714285715,13.450084085415332
2024-04-30,60.0,61.0,61.0,26.0,12.3,0.0,20.7,186,11.3,69,1010.7,16,26.7,4,1,0,56.0,58.0,44.0,48.0,67.0,1,0.0,0,16.0,47.57142857142857,7.067699834625169
2024-05-01,61.0,50.0,61.0,23.1,14.2,0.0,23.0,206,11.7,71,1010.6,39,25.85,5,2,0,61.0,56.0,58.0,46.0,61.0,0,1.0,0,17.0,49.42857142857143,8.715066319447107
2024-05-02,67.0,71.0,71.0,24.9,12.5,0.0,18.7,207,12.2,75,1011.6,29,24.24,5,3,0,61.0,61.0,56.0,39.0,63.0,1,0.0,0,18.0,51.57142857142857,9.536895771285442
2024-05-03,57.0,74.0,74.0,23.2,12.1,0.0,18.1,188,12.1,76,1011.4,34,22.95,5,4,0,71.0,61.0,61.0,42.0,56.0,1,1.0,0,19.0,56.142857142857146,10.155927192671285
2024-05-04,49.0,44.0,49.0,22.1,13.4,0.3,21.2,217,11.7,76,1012.3,92,15.84,5,5,1,74.0,71.0,61.0,44.0,67.0,0,1.0,0,20.0,60.714285714285715,9.928314487938684
2024-05-06,42.0,44.0,44.0,22.3,8.8,0.0,21.7,207,5.8,57,1015.5,7,28.6,5,0,0,49.0,74.0,71.0,58.0,71.0,1,0.0,0,21.0,61.42857142857143,8.618916073712466
2024-05-07,49.0,58.0,58.0,24.0,10.7,0.0,19.0,192,7.6,56,1012.5,3,28.65,5,1,0,44.0,49.0,74.0,56.0,78.0,1,1.0,0,22.0,59.42857142857143,10.875923606098857
2024-05-08,57.0,61.0,61.0,25.0,11.8,0.0,20.6,211,10.9,69,1010.5,18,26.54,5,2,0,58.0,44.0,49.0,61.0,48.0,1,1.0,0,23.0,59.714285714285715,10.796824930108516
2024-05-09,59.0,51.0,59.0,26.0,12.4,0.0,21.5,210,11.3,71,1013.1,22,24.62,5,3,0,61.0,58.0,44.0,61.0,46.0,0,1.0,0,24.0,59.714285714285715,10.796824930108516
2024-05-10,58.0,45.0,58.0,23.9,11.3,0.0,22.8,241,11.2,75,1014.0,27,27.23,5,4,0,59.0,61.0,58.0,71.0,39.0,0,0.0,0,25.0,59.42857142857143,10.783585409579615
2024-05-11,53.0,42.0,53.0,23.4,11.0,0.0,18.5,217,11.5,77,1013.4,56,24.16,5,5,1,58.0,59.0,61.0,74.0,42.0,0,0.0,0,26.0,57.57142857142857,9.501879513322493
2024-05-12,62.0,67.0,67.0,25.2,12.5,0.0,19.5,202,12.2,75,1013.3,37,26.09,5,6,1,53.0,58.0,59.0,49.0,44.0,1,0.0,0,27.0,54.57142857142857,6.187545093629345
2024-05-13,54.0,44.0,54.0,23.5,12.7,0.0,18.3,191,11.9,74,1013.8,65,24.87,5,0,0,67.0,53.0,58.0,44.0,58.0,0,1.0,0,28.0,57.142857142857146,7.151423434732444
2024-05-14,53.0,49.0,53.0,23.1,13.4,0.0,17.6,187,11.2,70,1012.9,38,26.43,5,1,0,54.0,67.0,53.0,58.0,56.0,0,0.0,0,29.0,58.57142857142857,4.649628761420787
2024-05-15,40.0,39.0,40.0,21.3,13.1,0.0,18.5,225,11.1,73,1012.9,68,19.74,5,2,0,53.0,54.0,67.0,61.0,61.0,0,0.0,0,30.0,57.857142857142854,5.113008619476467
2024-05-16,38.0,47.0,47.0,22.6,12.6,0.0,19.4,227,11.2,76,1014.1,63,22.43,5,3,0,40.0,53.0,54.0,59.0,61.0,1,0.0,0,31.0,54.857142857142854,8.1940745141132
2024-05-17,33.0,44.0,44.0,22.2,12.8,0.0,17.6,187,11.8,76,1014.3,70,22.11,5,4,0,47.0,40.0,53.0,58.0,71.0,1,1.0,0,32.0,53.142857142857146,8.434622525213491
2024-05-18,36.0,43.0,43.0,22.9,13.9,0.0,22.5,206,11.4,69,1015.2,43,27.09,5,5,1,44.0,47.0,40.0,53.0,74.0,1,1.0,0,33.0,51.142857142857146,8.745066636462605
2024-05-19,36.0,49.0,49.0,21.6,10.8,0.0,19.4,198,10.4,73,1016.5,29,24.78,5,6,1,43.0,44.0,47.0,67.0,49.0,1,1.0,0,34.0,49.714285714285715,9.196272536816691
2024-05-20,39.0,46.0,46.0,21.6,12.1,0.8,20.4,185,10.6,74,1014.8,51,21.48,5,0,0,49.0,43.0,44.0,54.0,44.0,1,1.0,0,35.0,47.142857142857146,5.209880722515291
2024-05-21,57.0,50.0,57.0,22.6,11.4,0.0,22.1,205,10.5,72,1014.0,22,26.77,5,1,0,46.0,49.0,43.0,53.0,58.0,0,1.0,0,36.0,46.0,4.242640687116793
2024-05-22,65.0,54.0,65.0,23.2,11.8,0.0,19.5,197,11.3,75,1014.2,37,25.01,5,2,0,57.0,46.0,49.0,40.0,61.0,0,0.0,0,37.0,46.57142857142857,5.442338432974073
2024-05-23,54.0,45.0,54.0,22.5,13.8,0.2,17.9,172,11.0,70,1013.5,71,21.38,5,3,0,65.0,57.0,46.0,47.0,59.0,0,0.0,0,38.0,50.142857142857146,8.008923594518654
2024-05-24,58.0,44.0,58.0,21.5,12.9,0.2,19.2,211,11.3,73,1013.1,73,17.22,5,4,0,54.0,65.0,57.0,44.0,58.0,0,0.0,0,39.0,51.142857142857146,7.988086367178604
2024-05-25,34.0,37.0,37.0,21.5,12.1,0.0,17.3,148,9.9,67,1014.9,48,24.38,5,5,1,58.0,54.0,65.0,43.0,53.0,1,0.0,0,40.0,53.142857142857146,7.646972634721019
2024-05-26,37.0,41.0,41.0,23.0,12.6,0.0,18.1,180,11.0,70,1015.9,39,23.46,5,6,1,37.0,58.0,54.0,49.0,67.0,1,1.0,0,41.0,52.285714285714285,9.159954252328076
2024-05-27,57.0,50.0,57.0,23.9,11.7,0.0,18.1,200,11.8,74,1016.4,22,26.13,5,0,0,41.0,37.0,58.0,46.0,54.0,0,1.0,0,42.0,51.142857142857146,10.090070555229266
2024-05-28,61.0,47.0,61.0,24.2,11.9,0.0,18.9,193,11.7,75,1016.7,39,27.09,5,1,0,57.0,41.0,37.0,57.0,53.0,0,0.0,0,43.0,52.714285714285715,10.011897684159418
2024-05-29,55.0,49.0,55.0,24.6,12.0,0.0,18.1,189,11.4,72,1016.1,43,25.43,5,2,0,61.0,57.0,41.0,65.0,40.0,0,0.0,0,44.0,53.285714285714285,10.403753901264531
2024-05-30,66.0,61.0,66.0,26.1,11.9,0.0,20.2,221,12.3,72,1013.5,4,29.4,5,3,0,55.0,61.0,57.0,54.0,47.0,0,0.0,0,45.0,51.857142857142854,9.136530549183952
2024-05-31,67.0,64.0,67.0,24.5,13.4,0.0,19.2,208,12.6,77,1012.4,54,24.09,5,4,0,66.0,55.0,61.0,58.0,44.0,0,0.0,0,46.0,53.57142857142857,10.612212192518083
